userid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level 
436763,56,8,1,2,2.0,3,0,2.0
459217,82,10,1,4,3.0,3,0,2.0
496831,19,3,2,3,2.0,3,0,2.0
547648,0,4,2,4,,3,0,4.0
644751,0,5,2,5,,3,0,2.0
691810,0,5,2,5,2.0,3,0,
722120,0,4,2,4,,3,0,2.0
734300,44,5,2,5,2.0,3,0,2.0
735889,17,3,2,3,1.0,3,0,4.0
743735,0,11,1,5,,3,0,2.0
785474,66,9,1,3,2.0,3,0,2.0
834909,0,10,1,4,,3,0,2.0
879396,0,8,1,2,1.0,3,0,
977427,17,3,2,3,1.0,3,0,3.0
1006892,0,4,2,4,,3,0,2.0
1029248,0,9,1,3,,3,0,2.0
1045447,0,3,2,3,,3,0,2.0
1098838,0,10,1,4,,3,0,
1108142,56,8,1,2,2.0,3,0,2.0
7623,20,3,2,3,2.0,3,0,3.0
57399,5,2,2,2,1.0,3,1,2.0
72649,33,4,2,4,2.0,3,0,2.0
84114,44,5,2,5,2.0,3,0,2.0
171571,0,3,2,3,,3,0,2.0
273367,4,2,2,2,1.0,2,1,3.0
296817,0,5,2,5,,3,0,
336949,0,4,2,4,,3,0,
340991,0,3,2,3,,3,0,
416889,0,3,2,3,,3,0,3.0
510400,0,1,2,1,,3,1,
517389,0,2,2,2,,3,0,2.0
564410,0,3,2,3,,3,0,
570107,7,2,2,2,1.0,3,0,2.0
571991,44,5,2,5,2.0,3,0,2.0
581049,0,10,1,4,,3,0,
651176,17,3,2,3,1.0,3,1,3.0
688744,0,4,2,4,,3,0,4.0
694535,0,3,2,3,,1,0,
706977,2,1,2,1,1.0,3,0,3.0
740843,0,8,1,2,,2,0,
780480,32,4,2,4,2.0,3,0,1.0
783608,19,3,2,3,2.0,3,0,2.0
921551,0,11,1,5,,1,0,
930240,0,10,1,4,,2,0,
974312,0,9,1,3,,3,0,3.0
992830,8,2,2,2,1.0,3,0,3.0
1012710,0,9,1,3,1.0,1,0,
1015764,0,11,1,5,,2,0,2.0
1047984,5,2,2,2,2.0,3,1,2.0
1048428,92,11,1,5,3.0,3,0,4.0
1061631,0,10,1,4,,3,0,1.0
1062439,56,8,1,2,2.0,3,0,2.0
1073824,34,4,2,4,2.0,3,0,3.0
1098908,17,3,2,3,1.0,3,0,3.0
1140764,33,4,2,4,2.0,3,0,2.0
103101,0,9,1,3,2.0,3,0,
109657,1,1,2,1,1.0,2,0,
158972,46,5,2,5,2.0,3,0,2.0
296267,7,2,2,2,2.0,3,0,2.0
350015,0,7,1,1,,2,1,
371647,0,4,2,4,,2,0,4.0
371742,0,8,1,2,,3,0,2.0
398885,45,5,2,5,2.0,3,0,4.0
491301,7,2,2,2,1.0,3,0,2.0
533376,57,8,1,2,2.0,3,0,4.0
592082,80,10,1,4,2.0,3,0,2.0
610019,0,8,1,2,,1,0,
636807,0,5,2,5,,2,0,
651435,0,3,2,3,,2,0,4.0
653402,15,3,2,3,1.0,3,1,1.0
750198,0,4,2,4,,3,0,2.0
773801,0,9,1,3,1.0,2,0,
890619,0,2,2,2,,3,0,2.0
917487,0,4,2,4,,3,0,2.0
943887,0,3,2,3,,1,0,
966751,74,10,1,4,1.0,2,0,3.0
979777,0,3,2,3,,3,0,4.0
995164,0,3,2,3,,3,0,3.0
995844,0,9,1,3,1.0,3,0,
20558,0,9,1,3,,3,0,3.0
35607,0,11,1,5,,2,0,
103641,0,11,1,5,,2,0,
104878,64,9,1,3,1.0,3,0,2.0
120391,0,3,2,3,,3,0,
163801,20,3,2,3,2.0,3,0,3.0
194978,32,4,2,4,2.0,3,0,1.0
229476,0,3,2,3,3.0,1,0,
232372,0,2,2,2,,3,0,1.0
416859,18,3,2,3,2.0,3,0,1.0
430565,0,11,1,5,,3,0,
431519,65,9,1,3,1.0,3,0,3.0
482787,0,3,2,3,,3,0,4.0
492099,0,8,1,2,,2,0,1.0
531743,55,8,1,2,2.0,2,0,2.0
578362,0,9,1,3,2.0,3,0,
580344,0,10,1,4,,3,0,
590532,2,1,2,1,1.0,3,0,2.0
626666,0,5,2,5,,2,0,
626682,0,4,2,4,,3,0,
685375,0,4,2,4,,2,0,
743065,0,9,1,3,,3,0,3.0
750266,66,9,1,3,2.0,3,0,2.0
777270,0,8,1,2,2.0,3,0,
812450,46,5,2,5,3.0,3,0,2.0
842448,0,11,1,5,,3,0,
888399,60,9,1,3,1.0,2,0,2.0
934764,0,1,2,1,,3,0,
1009148,31,4,2,4,1.0,3,0,3.0
1011908,0,3,2,3,,3,0,2.0
1015277,19,3,2,3,2.0,3,0,2.0
1016248,0,9,1,3,,3,0,3.0
1027238,0,5,2,5,,2,0,3.0
1063434,0,3,2,3,,1,0,
1072280,0,9,1,3,2.0,3,0,
1073595,0,3,2,3,,2,0,
1085930,5,2,2,2,1.0,3,1,3.0
70649,0,9,1,3,,3,0,4.0
120129,91,11,1,5,2.0,3,0,2.0
168197,0,8,1,2,2.0,3,0,
261025,0,4,2,4,,3,0,2.0
265047,26,4,2,4,2.0,2,0,2.0
280727,0,4,2,4,1.0,3,0,
295934,34,4,2,4,2.0,3,0,4.0
326429,0,10,1,4,,3,0,
355036,0,1,2,1,,3,0,
364600,0,5,2,5,,3,0,3.0
393641,7,2,2,2,1.0,3,0,2.0
424377,2,1,2,1,2.0,3,0,4.0
433058,5,2,2,2,1.0,3,1,2.0
598918,0,8,1,2,,3,0,2.0
612570,0,8,1,2,,1,0,
625468,0,2,2,2,,3,1,2.0
690335,0,1,2,1,,3,0,
703287,67,9,1,3,2.0,3,0,3.0
764832,8,2,2,2,1.0,3,0,3.0
783965,0,10,1,4,,1,0,
853816,0,9,1,3,,3,0,2.0
864766,0,7,1,1,,2,0,
974686,19,3,2,3,2.0,3,0,2.0
1006115,0,10,1,4,1.0,2,0,
1126527,68,9,1,3,3.0,3,0,2.0
1134820,0,6,2,6,,1,0,
40473,0,3,2,3,2.0,3,0,
98888,0,3,2,3,,3,0,3.0
127308,0,2,2,2,,3,0,
177717,81,10,1,4,1.0,3,0,4.0
213681,91,11,1,5,2.0,3,0,2.0
265034,50,7,1,1,1.0,2,0,
280414,0,2,2,2,,3,0,4.0
316062,0,11,1,5,,2,0,1.0
442756,17,3,2,3,1.0,3,0,3.0
444545,80,10,1,4,2.0,3,0,2.0
516848,0,6,2,6,,3,0,3.0
522854,0,1,2,1,,3,0,
526838,31,4,2,4,1.0,3,0,4.0
547269,0,11,1,5,,3,0,2.0
583493,0,2,2,2,,3,1,
588903,0,9,1,3,,1,0,
595945,0,8,1,2,,2,0,
602185,7,2,2,2,2.0,3,0,2.0
615359,0,9,1,3,,3,0,3.0
643278,49,6,2,6,2.0,3,0,2.0
700345,33,4,2,4,2.0,3,0,2.0
710460,0,9,1,3,,1,0,
726008,0,10,1,4,,3,0,4.0
749404,81,10,1,4,3.0,3,0,3.0
765306,0,9,1,3,,3,0,3.0
779379,0,11,1,5,,3,0,
969651,0,3,2,3,,2,0,
973811,65,9,1,3,1.0,3,0,4.0
976831,0,5,2,5,,2,0,
977667,0,8,1,2,,3,0,3.0
997092,79,10,1,4,2.0,3,0,1.0
1035276,0,5,2,5,,3,0,3.0
1072210,82,10,1,4,3.0,3,0,1.0
1104338,34,4,2,4,3.0,3,0,3.0
44112,7,2,2,2,2.0,3,0,2.0
134655,41,5,2,5,1.0,3,0,2.0
137522,0,3,2,3,,3,0,3.0
167777,0,4,2,4,,3,0,4.0
560149,8,2,2,2,1.0,3,0,4.0
770400,96,12,1,6,2.0,3,0,1.0
806195,0,10,1,4,,3,0,4.0
833240,0,4,2,4,,3,0,2.0
870789,0,9,1,3,1.0,2,0,
927021,0,9,1,3,,1,0,
959328,0,4,2,4,,2,0,
1051951,0,11,1,5,,3,0,4.0
1063425,0,2,2,2,,3,0,4.0
1106914,0,10,1,4,2.0,3,0,
1447,0,11,1,5,,3,0,3.0
98465,0,2,2,2,,3,0,3.0
123692,0,2,2,2,,3,0,1.0
127114,0,9,1,3,,3,0,3.0
180025,7,2,2,2,2.0,3,0,1.0
180883,5,2,2,2,1.0,3,1,
203483,33,4,2,4,2.0,3,0,2.0
280182,64,9,1,3,1.0,3,0,1.0
342810,0,8,1,2,,1,0,
387510,0,5,2,5,,1,0,
390249,16,3,2,3,1.0,3,0,2.0
525760,31,4,2,4,1.0,3,0,3.0
544635,0,3,2,3,1.0,2,0,
641905,0,5,2,5,,3,0,2.0
642754,0,4,2,4,,3,0,1.0
648162,0,11,1,5,2.0,3,0,
669101,0,5,2,5,,3,0,2.0
708467,0,5,2,5,,3,0,3.0
773506,0,5,2,5,,3,0,2.0
883301,0,11,1,5,,3,0,2.0
919993,0,3,2,3,,1,0,
930719,0,11,1,5,,1,0,
945232,0,11,1,5,,1,0,
992919,0,3,2,3,,3,0,2.0
1126637,0,5,2,5,,3,0,4.0
1127703,81,10,1,4,2.0,3,0,3.0
6055,17,3,2,3,1.0,3,0,3.0
90223,66,9,1,3,2.0,3,0,2.0
133566,0,5,2,5,,3,0,3.0
145938,19,3,2,3,2.0,3,0,2.0
188079,0,10,1,4,,2,0,
240061,0,3,2,3,,3,0,
261890,0,4,2,4,,3,0,1.0
293439,92,11,1,5,2.0,3,0,3.0
390094,5,2,2,2,1.0,3,1,2.0
412337,0,9,1,3,,3,0,
461525,0,4,2,4,,2,0,4.0
476480,7,2,2,2,2.0,3,0,1.0
480224,36,5,2,5,1.0,1,0,
552223,18,3,2,3,2.0,3,0,1.0
655470,7,2,2,2,2.0,3,0,2.0
727599,18,3,2,3,2.0,3,0,1.0
729760,81,10,1,4,2.0,3,0,4.0
733791,17,3,2,3,1.0,3,0,3.0
756838,44,5,2,5,2.0,3,0,2.0
803252,5,2,2,2,1.0,3,1,4.0
805420,0,3,2,3,,2,0,4.0
874852,0,3,2,3,,3,0,3.0
904439,20,3,2,3,2.0,3,0,4.0
951301,0,1,2,1,,1,0,
1035167,0,7,1,1,,3,0,
1036205,0,1,2,1,,3,0,3.0
1038627,0,8,1,2,,1,0,
3942,40,5,2,5,3.0,2,0,3.0
24390,0,2,2,2,,3,1,
75330,0,4,2,4,1.0,2,0,
88435,0,3,2,3,,3,0,2.0
92834,56,8,1,2,2.0,3,0,2.0
93988,0,2,2,2,,3,0,2.0
118223,0,10,1,4,,3,0,4.0
152630,0,3,2,3,,2,0,2.0
155666,56,8,1,2,2.0,3,0,2.0
156909,0,7,1,1,,1,0,
183948,0,5,2,5,,3,0,3.0
217384,0,5,2,5,3.0,2,0,
227993,0,10,1,4,,3,0,
251165,66,9,1,3,2.0,3,0,2.0
287854,0,2,2,2,,3,0,
405691,0,10,1,4,,3,0,
414019,0,10,1,4,,3,0,2.0
416389,30,4,2,4,1.0,3,0,2.0
510598,53,8,1,2,2.0,2,1,4.0
518544,34,4,2,4,2.0,3,0,3.0
543187,30,4,2,4,1.0,3,0,2.0
563479,34,4,2,4,2.0,3,0,3.0
577213,19,3,2,3,2.0,3,0,2.0
606512,0,8,1,2,,3,1,3.0
624706,0,5,2,5,,3,0,2.0
664257,26,4,2,4,1.0,2,0,2.0
668224,44,5,2,5,2.0,3,0,2.0
709992,80,10,1,4,2.0,3,0,2.0
743366,0,6,2,6,,1,0,
751222,0,5,2,5,,3,0,
760286,0,10,1,4,,3,0,2.0
801981,7,2,2,2,1.0,3,0,2.0
832877,20,3,2,3,2.0,3,0,3.0
850169,0,9,1,3,,3,0,3.0
850663,0,11,1,5,,1,0,
854028,78,10,1,4,1.0,3,0,4.0
906038,19,3,2,3,2.0,3,1,2.0
936146,0,5,2,5,,1,0,
1051114,8,2,2,2,1.0,3,0,4.0
1069554,93,11,1,5,3.0,3,0,2.0
1105628,0,10,1,4,,2,0,2.0
1114561,0,2,2,2,,3,0,2.0
2017,0,4,2,4,,3,0,
28406,0,3,2,3,,3,0,3.0
36956,19,3,2,3,2.0,3,0,2.0
50895,0,5,2,5,1.0,3,0,
100633,0,3,2,3,2.0,3,0,
157510,0,2,2,2,,3,0,2.0
179632,0,10,1,4,,2,0,2.0
186401,16,3,2,3,1.0,3,0,2.0
223513,21,3,2,3,2.0,3,0,2.0
239014,41,5,2,5,1.0,3,1,1.0
247440,0,3,2,3,,3,0,2.0
320299,0,1,2,1,,2,0,
342544,0,11,1,5,,2,0,4.0
380623,31,4,2,4,1.0,3,0,4.0
432723,0,10,1,4,,3,0,
432812,0,10,1,4,,1,0,
460575,0,11,1,5,,3,0,3.0
506719,6,2,2,2,2.0,1,0,
509879,0,10,1,4,,3,0,
549773,96,12,1,6,2.0,3,0,4.0
551620,0,5,2,5,,2,0,
564638,77,10,1,4,1.0,3,0,2.0
570567,0,3,2,3,,3,0,4.0
631440,0,4,2,4,2.0,3,0,
650249,0,10,1,4,2.0,2,0,
693453,0,5,2,5,2.0,2,0,
782762,35,4,2,4,3.0,3,0,2.0
831307,19,3,2,3,2.0,3,0,2.0
906152,80,10,1,4,2.0,3,0,2.0
964725,0,9,1,3,2.0,3,0,
970109,0,3,2,3,,3,0,2.0
979927,7,2,2,2,2.0,3,0,2.0
980621,0,4,2,4,2.0,1,0,
1006392,30,4,2,4,1.0,3,0,2.0
1011054,92,11,1,5,2.0,3,0,4.0
1012536,17,3,2,3,1.0,3,0,4.0
1033855,33,4,2,4,2.0,3,0,2.0
1048314,44,5,2,5,2.0,3,0,2.0
1061489,0,10,1,4,,3,0,3.0
1125751,0,5,2,5,,3,0,2.0
2492,0,3,2,3,,2,0,2.0
11113,0,8,1,2,,2,0,
50783,0,2,2,2,,3,1,
64583,0,3,2,3,,3,0,1.0
151476,0,9,1,3,,3,1,3.0
160820,7,2,2,2,2.0,3,0,2.0
175184,7,2,2,2,1.0,3,0,1.0
218051,0,3,2,3,1.0,3,0,
290510,0,4,2,4,,3,0,2.0
314164,64,9,1,3,1.0,3,0,2.0
356836,0,3,2,3,,3,0,4.0
402657,0,3,2,3,,3,1,
424952,0,11,1,5,1.0,2,0,
548722,0,6,2,6,,2,0,
608725,0,5,2,5,,3,0,
613990,0,9,1,3,,3,0,2.0
634585,7,2,2,2,1.0,3,0,1.0
819660,0,3,2,3,,3,0,1.0
939188,0,1,2,1,,3,0,
996766,0,5,2,5,,3,0,3.0
1022474,0,11,1,5,,2,0,2.0
1032814,30,4,2,4,1.0,3,0,2.0
1032873,0,11,1,5,,1,0,
1102781,45,5,2,5,2.0,3,0,3.0
1108409,0,3,2,3,,3,0,
1109559,0,8,1,2,,3,1,4.0
8326,19,3,2,3,2.0,3,0,2.0
45754,5,2,2,2,2.0,3,1,3.0
67238,0,8,1,2,,2,0,
152292,51,7,1,1,1.0,3,0,2.0
176975,44,5,2,5,2.0,3,0,2.0
214863,0,10,1,4,,3,0,2.0
355321,2,1,2,1,2.0,3,0,2.0
416216,91,11,1,5,2.0,3,0,2.0
540871,0,2,2,2,,3,0,
668141,0,5,2,5,,3,0,2.0
670513,0,9,1,3,,3,0,2.0
689851,67,9,1,3,2.0,3,0,4.0
817682,86,11,1,5,3.0,2,0,2.0
864029,35,4,2,4,3.0,3,0,2.0
895699,21,3,2,3,3.0,3,0,2.0
905938,7,2,2,2,2.0,3,0,1.0
938847,0,4,2,4,,2,0,
946220,0,2,2,2,,1,0,
982403,0,11,1,5,2.0,2,0,
1009145,0,2,2,2,,3,1,4.0
1048135,0,3,2,3,,3,0,
1123071,0,9,1,3,,3,0,2.0
16923,2,1,2,1,1.0,3,0,4.0
22037,43,5,2,5,2.0,3,0,1.0
39180,33,4,2,4,2.0,3,0,2.0
43109,0,9,1,3,,2,0,
61100,0,10,1,4,,2,0,4.0
87927,0,5,2,5,,1,0,
107105,0,4,2,4,2.0,3,0,
147985,0,4,2,4,,3,0,2.0
202444,0,8,1,2,,2,0,
236096,0,3,2,3,,3,0,2.0
276059,56,8,1,2,2.0,3,0,2.0
330473,0,2,2,2,,3,0,
393720,46,5,2,5,2.0,3,0,2.0
416846,0,11,1,5,,2,0,
482014,92,11,1,5,2.0,3,0,4.0
496958,19,3,2,3,2.0,3,0,2.0
569365,7,2,2,2,2.0,3,0,2.0
624999,0,2,2,2,,3,0,4.0
704633,7,2,2,2,1.0,3,0,2.0
705466,0,10,1,4,,2,0,
841042,0,3,2,3,,3,1,4.0
857603,0,3,2,3,,3,0,
911538,0,10,1,4,,3,0,3.0
924920,0,3,2,3,,1,0,
992330,0,3,2,3,,2,0,
1123666,0,5,2,5,,3,0,2.0
30468,0,5,2,5,2.0,3,0,
69479,0,3,2,3,,3,0,
74887,0,4,2,4,,3,0,4.0
113839,0,4,2,4,,3,0,2.0
165517,0,3,2,3,,3,0,2.0
173330,67,9,1,3,2.0,3,0,3.0
193991,0,11,1,5,,2,0,
225338,0,11,1,5,,1,0,
250867,45,5,2,5,2.0,3,0,3.0
255689,44,5,2,5,2.0,3,0,2.0
270596,0,10,1,4,,3,0,2.0
321449,0,1,2,1,,3,0,
445119,0,4,2,4,,3,0,4.0
472153,0,4,2,4,,2,0,
531306,0,3,2,3,,2,0,
548090,0,2,2,2,,3,1,4.0
598628,0,6,2,6,,2,0,2.0
786923,0,5,2,5,2.0,3,0,
801472,32,4,2,4,2.0,3,0,1.0
849522,68,9,1,3,3.0,3,0,2.0
906626,0,3,2,3,,3,0,1.0
922838,0,10,1,4,,2,0,
926931,0,9,1,3,,2,0,
1044527,72,10,1,4,2.0,2,0,1.0
1069913,17,3,2,3,1.0,3,0,3.0
1088953,0,8,1,2,,3,0,4.0
1110026,0,2,2,2,,2,0,
13706,0,3,2,3,,3,0,2.0
51145,5,2,2,2,1.0,3,1,2.0
89110,57,8,1,2,2.0,3,0,4.0
221688,45,5,2,5,3.0,3,0,3.0
284771,0,2,2,2,,3,0,3.0
314740,0,2,2,2,,3,1,
320098,0,4,2,4,,1,0,
350834,0,4,2,4,,1,0,
383633,96,12,1,6,2.0,3,0,
487860,0,10,1,4,,3,0,
488984,0,3,2,3,,3,0,2.0
503864,0,11,1,5,,2,0,
527125,0,5,2,5,,3,0,2.0
533780,0,8,1,2,,3,0,
625251,0,5,2,5,,3,0,2.0
669334,8,2,2,2,1.0,3,0,3.0
670514,0,9,1,3,,3,0,
679486,93,11,1,5,3.0,3,0,1.0
711405,0,6,2,6,,3,0,2.0
727669,56,8,1,2,1.0,3,0,2.0
732924,8,2,2,2,2.0,3,0,4.0
777429,0,4,2,4,,3,0,4.0
804360,0,4,2,4,,3,0,4.0
807871,0,3,2,3,2.0,3,0,
829228,32,4,2,4,2.0,3,0,1.0
906160,34,4,2,4,2.0,3,0,3.0
934958,0,5,2,5,,1,0,
976313,0,3,2,3,,3,0,3.0
979411,0,3,2,3,,3,0,2.0
1036203,2,1,2,1,2.0,3,0,1.0
1076678,0,1,2,1,,1,0,
1102074,0,5,2,5,,3,0,3.0
1130873,0,10,1,4,,3,0,3.0
41321,0,5,2,5,2.0,3,0,
98522,16,3,2,3,1.0,3,0,2.0
99560,50,7,1,1,2.0,2,0,4.0
124604,0,4,2,4,,3,0,4.0
141569,0,2,2,2,,3,1,2.0
196851,0,1,2,1,,3,0,3.0
251846,0,5,2,5,,2,0,
318347,0,2,2,2,,3,1,
324299,0,12,1,6,,3,0,
342156,0,1,2,1,,3,0,
372240,89,11,1,5,1.0,3,0,4.0
408343,66,9,1,3,2.0,3,0,2.0
422437,0,9,1,3,,3,0,3.0
491860,0,4,2,4,,3,0,2.0
526077,5,2,2,2,2.0,3,1,3.0
546863,0,3,2,3,2.0,3,0,
607147,0,4,2,4,,3,0,1.0
627548,30,4,2,4,1.0,3,0,1.0
731768,0,4,2,4,,1,0,
751261,80,10,1,4,2.0,3,0,2.0
774747,0,8,1,2,,2,0,3.0
786442,43,5,2,5,2.0,3,0,1.0
789228,41,5,2,5,1.0,3,0,1.0
816947,55,8,1,2,2.0,2,0,2.0
824569,0,9,1,3,,2,0,
859262,0,11,1,5,,3,0,
864587,0,3,2,3,,3,0,2.0
865431,0,11,1,5,,3,0,1.0
905933,67,9,1,3,2.0,3,0,4.0
910056,19,3,2,3,2.0,3,0,2.0
960899,0,11,1,5,,3,0,1.0
1114779,18,3,2,3,2.0,3,0,1.0
1131546,82,10,1,4,2.0,3,0,2.0
1138807,0,3,2,3,,3,0,2.0
5220,0,3,2,3,,3,0,2.0
7967,34,4,2,4,2.0,3,0,3.0
23239,0,4,2,4,2.0,3,0,
45089,56,8,1,2,2.0,3,0,2.0
48791,0,4,2,4,,2,0,
150621,0,7,1,1,,2,0,4.0
191326,19,3,2,3,2.0,3,0,2.0
214051,0,9,1,3,,3,0,3.0
228291,0,9,1,3,,3,0,4.0
245533,22,3,2,3,3.0,3,0,3.0
247673,91,11,1,5,2.0,3,0,2.0
285074,7,2,2,2,2.0,3,0,2.0
285758,0,2,2,2,,3,0,
309903,19,3,2,3,2.0,3,0,2.0
365678,60,9,1,3,2.0,2,0,1.0
373006,0,9,1,3,1.0,3,0,
384206,20,3,2,3,2.0,3,0,4.0
394470,44,5,2,5,2.0,3,0,2.0
399739,0,5,2,5,,1,0,
408551,0,2,2,2,,2,0,
486537,0,2,2,2,,3,0,3.0
564240,12,3,2,3,2.0,2,0,3.0
629518,17,3,2,3,1.0,3,0,3.0
709803,82,10,1,4,3.0,3,0,1.0
715700,0,4,2,4,,3,0,2.0
719639,0,11,1,5,,3,0,3.0
770542,19,3,2,3,2.0,3,1,2.0
778346,0,11,1,5,,3,0,3.0
795073,0,4,2,4,,3,0,3.0
855723,0,9,1,3,,3,0,1.0
860290,80,10,1,4,2.0,3,0,2.0
899014,0,11,1,5,,3,0,
933585,0,9,1,3,,1,0,
952306,0,5,2,5,,1,0,
1020852,0,2,2,2,,3,0,2.0
1044711,19,3,2,3,2.0,3,0,2.0
1069706,81,10,1,4,3.0,3,0,3.0
1086054,0,11,1,5,,3,0,4.0
1111663,80,10,1,4,2.0,3,0,2.0
1127561,0,2,2,2,,3,0,3.0
6195,2,1,2,1,2.0,3,0,2.0
38707,0,5,2,5,,2,0,
46542,0,4,2,4,,3,0,
60229,0,10,1,4,1.0,3,0,
245079,5,2,2,2,1.0,3,1,2.0
333857,0,9,1,3,,3,0,2.0
396778,0,9,1,3,2.0,3,1,
559175,0,2,2,2,,2,0,1.0
581801,30,4,2,4,1.0,3,0,2.0
611189,0,9,1,3,,3,0,2.0
640782,0,4,2,4,,3,0,2.0
676566,0,3,2,3,2.0,3,0,
679571,0,4,2,4,,3,0,4.0
706238,0,1,2,1,,2,0,
714503,7,2,2,2,1.0,3,0,2.0
867373,0,5,2,5,,1,0,
872223,0,8,1,2,,3,0,3.0
878057,0,11,1,5,,3,0,2.0
966965,8,2,2,2,2.0,3,0,4.0
973732,0,3,2,3,2.0,3,0,
999556,8,2,2,2,1.0,3,0,4.0
1024701,0,3,2,3,,3,0,3.0
1029104,43,5,2,5,2.0,3,0,1.0
1043798,0,11,1,5,,2,0,
1060081,0,5,2,5,,1,0,
1066610,0,5,2,5,,3,0,
1092447,0,4,2,4,2.0,2,0,
1129359,0,5,2,5,,3,0,2.0
1141271,91,11,1,5,2.0,3,0,2.0
56757,0,1,2,1,,2,0,
130450,0,8,1,2,,3,1,
146864,7,2,2,2,1.0,3,0,2.0
165388,0,7,1,1,,3,0,
185996,7,2,2,2,2.0,3,0,2.0
240134,80,10,1,4,2.0,3,0,2.0
250788,0,5,2,5,,1,0,
252163,0,4,2,4,,3,0,
282476,0,4,2,4,,3,0,
348684,0,3,2,3,,3,0,2.0
381483,0,11,1,5,,1,0,
406237,0,1,2,1,,3,0,
426923,36,5,2,5,3.0,1,0,3.0
448034,0,2,2,2,,3,1,
450412,88,11,1,5,1.0,3,0,2.0
458835,8,2,2,2,2.0,3,0,4.0
680899,0,3,2,3,,3,0,4.0
767562,32,4,2,4,2.0,3,0,1.0
803698,0,3,2,3,,3,0,2.0
816160,33,4,2,4,2.0,3,0,2.0
855741,32,4,2,4,2.0,3,0,1.0
862708,0,8,1,2,1.0,3,0,
866540,0,9,1,3,,2,0,
878073,5,2,2,2,1.0,3,1,4.0
914512,0,3,2,3,,3,0,
974852,0,5,2,5,,3,0,4.0
1003947,11,3,2,3,2.0,2,0,2.0
1005015,8,2,2,2,1.0,3,0,3.0
1033396,80,10,1,4,2.0,3,0,2.0
1085840,0,2,2,2,,3,0,3.0
1095509,34,4,2,4,2.0,3,0,4.0
1110978,0,11,1,5,,2,0,
1130594,0,5,2,5,,3,0,2.0
2589,0,4,2,4,,3,0,2.0
218245,0,2,2,2,,2,0,2.0
247292,45,5,2,5,2.0,3,0,4.0
271938,34,4,2,4,2.0,3,0,3.0
285345,50,7,1,1,1.0,2,0,
298141,62,9,1,3,3.0,2,0,2.0
350104,0,7,1,1,,2,0,
375213,0,11,1,5,,3,0,3.0
425403,8,2,2,2,2.0,3,0,3.0
471088,51,7,1,1,1.0,3,0,4.0
532387,0,10,1,4,,2,0,
538713,20,3,2,3,2.0,3,0,3.0
598222,0,8,1,2,,3,0,
598972,0,5,2,5,,1,0,
600818,0,6,2,6,,3,0,3.0
695668,0,10,1,4,,3,0,1.0
713937,0,3,2,3,,3,0,4.0
738192,82,10,1,4,3.0,3,0,2.0
768916,74,10,1,4,2.0,2,0,3.0
804182,0,4,2,4,,3,0,2.0
917524,0,4,2,4,,3,0,2.0
1012754,0,2,2,2,,3,1,2.0
1041362,19,3,2,3,2.0,3,0,2.0
1096824,0,3,2,3,1.0,3,0,
4805,0,11,1,5,,3,0,
20826,78,10,1,4,1.0,3,0,4.0
61212,0,11,1,5,,3,0,
61808,0,4,2,4,,3,0,2.0
82615,6,2,2,2,1.0,2,0,
96214,31,4,2,4,1.0,3,0,3.0
96474,0,4,2,4,2.0,3,0,
99415,0,1,2,1,,1,0,
176307,0,2,2,2,,3,1,3.0
187858,5,2,2,2,2.0,3,1,2.0
201948,7,2,2,2,2.0,3,0,2.0
214886,46,5,2,5,3.0,3,0,2.0
216996,32,4,2,4,2.0,3,0,1.0
243540,0,5,2,5,,3,0,2.0
282259,0,11,1,5,,2,0,
347595,44,5,2,5,2.0,3,0,2.0
349006,2,1,2,1,2.0,3,0,
360391,45,5,2,5,2.0,3,0,3.0
407263,0,3,2,3,,3,0,2.0
444809,0,3,2,3,,2,0,
450924,0,10,1,4,,2,0,
460137,7,2,2,2,2.0,3,0,2.0
483860,51,7,1,1,1.0,3,0,
487767,67,9,1,3,2.0,3,0,3.0
500674,0,4,2,4,,1,0,
578307,19,3,2,3,2.0,3,0,2.0
586297,0,11,1,5,,3,0,2.0
613030,0,4,2,4,,3,0,
614968,64,9,1,3,1.0,3,0,2.0
727821,0,9,1,3,,3,0,2.0
744251,0,8,1,2,,3,0,1.0
783978,46,5,2,5,3.0,3,0,1.0
864289,34,4,2,4,2.0,3,0,3.0
871203,0,10,1,4,,2,0,2.0
916427,19,3,2,3,2.0,3,0,2.0
1015609,0,3,2,3,,3,0,2.0
1028061,0,10,1,4,,3,0,2.0
1068429,0,11,1,5,,3,0,4.0
1122361,80,10,1,4,2.0,3,0,2.0
1132665,0,10,1,4,,3,0,4.0
1134947,0,5,2,5,,1,0,
1138175,0,9,1,3,,2,0,
52984,0,2,2,2,,3,0,1.0
130918,7,2,2,2,1.0,3,0,2.0
211959,20,3,2,3,2.0,3,0,3.0
306822,36,5,2,5,2.0,1,0,3.0
390660,0,9,1,3,,3,0,
402462,0,3,2,3,,3,0,3.0
420532,0,11,1,5,,1,0,
423376,0,11,1,5,,3,0,4.0
432061,0,5,2,5,2.0,3,0,
519157,0,11,1,5,,3,0,1.0
530783,0,5,2,5,,3,0,
604781,7,2,2,2,1.0,3,0,2.0
656859,0,1,2,1,,3,0,
699686,80,10,1,4,1.0,3,0,2.0
699882,0,3,2,3,,3,0,1.0
704564,51,7,1,1,1.0,3,0,
708367,0,4,2,4,,3,0,2.0
